Name,AttributeDescription,Type,Units,Length,ValidValues,AggDefaultValues,DefaultValue1,DefaultValueDesciption1,DefaultValue2,DefaultValueDesciption2,DefaultValue3,DefaultValueDesciption3,DefaultValue4,DefaultValueDesciption4,DefaultValue5,DefaultValueDesciption5,DefaultValue6,DefaultValueDesciption6,Equifax_TU_Availability,LeveledWithExperian,ExpNewData_ArchiveAvailableDate_Arf7SubsegKeyword,RecommendedNotToUse_NCAPImpact
REV4080,Total number of occurrences of 30 days delinquency in the last 24 months on revolving trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV4170,Total number of occurrences of 30-180 days delinquency in the last 12 months on revolving trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV4370,Total number of occurrences of 60 days delinquency in the last 12 months on revolving trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV6200,Worst ever status on a revolving trade including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade

",999,No trade excluding collections,998,No revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7410,Percentage of revolving trades that are open and reported in the last 3 months,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade
",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7430,Percentage of revolving trades that are never delinquent or derogatory,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade


",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7470,Percentage of revolving trades that are ever derogatory ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV4380,Total number of occurrences of 60 days delinquency in the last 24 months on revolving trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV4770,Total number of occurrences of 90-180 days delinquency in the last 12 months on revolving trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV4780,Total number of occurrences of 90-180 days delinquency in the last 24 months on revolving trades excluding unsatisfied derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV4975,Total number of increases in delinquency in the last 12 months on revolving trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
996: No open or closed revolving trade reported within timeframe required
994: No open or closed delinquent or derogatory revolving trade reported within timeframe required
993: No open or closed delinquent revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,996,No open or closed revolving trade reported within timeframe required,994,No open or closed delinquent or derogatory revolving trade reported within timeframe required,993,No open or closed delinquent revolving trade reported within timeframe required,Null,Null,Null,Null
REV4976,Total number of decreases in delinquency in the last 12 months on revolving trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
996: No open or closed revolving trade reported within timeframe required
994: No open or closed delinquent or derogatory revolving trade reported within timeframe required
993: No open or closed delinquent revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,996,No open or closed revolving trade reported within timeframe required,994,No open or closed delinquent or derogatory revolving trade reported within timeframe required,993,No open or closed delinquent revolving trade reported within timeframe required,Null,Null,Null,Null
REV4985,Total number of increases in delinquency in the last 24 months on revolving trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
996: No open or closed revolving trade reported within timeframe required
994: No open or closed delinquent or derogatory revolving trade reported within timeframe required
993: No open or closed delinquent revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,996,No open or closed revolving trade reported within timeframe required,994,No open or closed delinquent or derogatory revolving trade reported within timeframe required,993,No open or closed delinquent revolving trade reported within timeframe required,Null,Null,Null,Null
REV4986,Total number of decreases in delinquency in the last 24 months on revolving trades excluding derogatory,number,Occurrences,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
996: No open or closed revolving trade reported within timeframe required
994: No open or closed delinquent or derogatory revolving trade reported within timeframe required
993: No open or closed delinquent revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,996,No open or closed revolving trade reported within timeframe required,994,No open or closed delinquent or derogatory revolving trade reported within timeframe required,993,No open or closed delinquent revolving trade reported within timeframe required,Null,Null,Null,Null
REV5002,Total balance on revolving trades with credit limit > $0,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999996: No open or closed revolving trade 
999999995: No open or closed revolving trade with credit limit > $0
",999999999,No trade excluding collections,999999998,No revolving trade,999999996,No open or closed revolving trade ,999999995,No open or closed revolving trade with credit limit > $0,Null,Null,Null,Null,Null,Null,Null,Null
REV5020,Total balance on open revolving trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
RTA6200,Worst ever status on a retail trade including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No retail trade

",999,No trade excluding collections,998,No retail trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
RTA7300,Percentage of trades excluding collections that are retail trades,number,%,3,0-100,"999: No trade excluding collections
994: No open or closed trade


",999,No trade excluding collections,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV5030,"Total balance on open, or closed with a balance > $0 revolving trades, reported in the last 3 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV5032,"Total balance on open, or closed with a balance > $0 revolving trades with credit limit > $0, excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999996: No open, or closed with a balance > $0 revolving trade 
999999995: No open, or closed with a balance > $0 revolving trade with credit limit > $0
",999999999,No trade excluding collections,999999998,No revolving trade,999999996,"No open, or closed with a balance > $0 revolving trade ",999999995,"No open, or closed with a balance > $0 revolving trade with credit limit > $0",Null,Null,Null,Null,Null,Null,Null,Null
REV5036,"Total balance on open, or closed with a balance > $0 revolving trades opened in the last 6 month, excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999996: No open, or closed with a balance > $0 revolving trade 
999999994: No open, or closed with a balance > $0 revolving trade opened within the timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999996,"No open, or closed with a balance > $0 revolving trade ",999999994,"No open, or closed with a balance > $0 revolving trade opened within the timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV5040,Total balance on revolving trades presently 30 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5043,Total balance on revolving trades presently 60 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5047,Total balance on revolving trades presently 90-180 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5070,Total balance on revolving trades presently derogatory occurred in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5320,Total credit amount on open revolving trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5324,Total credit limit on open revolving trades with credit limit > $0,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999996: No open revolving trade
999999995: No open revolving trade with credit limit > $0
",999999999,No trade excluding collections,999999998,No revolving trade,999999996,No open revolving trade,999999995,No open revolving trade with credit limit > $0,Null,Null,Null,Null,Null,Null,Null,Null
REV5420,Maximum credit amount on open revolving trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5530,"Average balance on open, or closed with a balance > $0 revolving trades, reported in the last 3 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV5620,Total available credit amount on open revolving trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5627,Total available credit limit on open revolving trades reported in the last 3 months ,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5665,"Total balance on open, or closed with a balance > $0 revolving trades, reported in the last 3 months with a balance to credit limit ratio >= 25 and with at least 2 or more occurrences of 30 or more days delinquency in the last 12 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV5725,"Total balance on open, or closed with a balance > $0 revolving trades, reported in the last 3 months with balance to credit limit ratio >= 25 and with 30 or more days delinquency in the last 12 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV5740,Total amount past due on revolving trades presently 30 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5742,Total amount past due on revolving trades presently 30 or more days delinquent or derogatory occurred in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5743,Total amount past due on revolving trades presently 60 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5747,Total amount past due on revolving trades presently 90-180 days delinquent reported in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5770,Total amount past due on revolving trades presently derogatory occurred in the last 6 months,number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open or closed revolving trade reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV5830,"Total monthly payment on open, or closed with a balance > $0 revolving trades, reported in the last 3 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV5840,"Total scheduled payment on open, or closed with a balance > $0 revolving trades, reported in the last 3 months excluding derogatory trades",number,$,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required
",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,"No open, or closed with a balance > $0 revolving trade, excluding derogatory trades reported within timeframe required",Null,Null,Null,Null,Null,Null,Null,Null
REV6160,Worst present status on a revolving trade reported in the last 6 months including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV6210,Worst ever status on a revolving trade opened in the last 12 months including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade
994: No revolving trade opened within timeframe required",999,No trade excluding collections,998,No revolving trade,994,No revolving trade opened within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV6220,Worst ever status on a revolving trade opened in the last 24 months including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade
994: No revolving trade opened within timeframe required",999,No trade excluding collections,998,No revolving trade,994,No revolving trade opened within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV6230,Worst ever status on a revolving trade opened in the last 36 months including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade
994: No revolving trade opened within timeframe required",999,No trade excluding collections,998,No revolving trade,994,No revolving trade opened within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV6270,Worst ever status on a revolving trade in the last 12 months including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV6280,Worst ever status on a revolving trade in the last 24 months including indeterminates,number,Rank,3,0-400,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7110,Overall balance to credit amount ratio on open revolving trades reported in the last 3 months with credit amount > $0,number,%,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
996: No open revolving trade reported within timeframe required
995: No open revolving trade reported within timeframe required with credit amount > $0
",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,996,No open revolving trade reported within timeframe required,995,No open revolving trade reported within timeframe required with credit amount > $0,Null,Null,Null,Null,Null,Null
REV7112,"Ratio of total balance on revolving trades to total credit limit on open revolving trades, with credit limit > $0",number,%,3,0-990,"999: No trade excluding collections
998: No revolving trade
996: No open revolving trade
995: No open revolving trade with credit limit > $0
",999,No trade excluding collections,998,No revolving trade,996,No open revolving trade,995,No open revolving trade with credit limit > $0,Null,Null,Null,Null,Null,Null,Null,Null
REV7114,"Ratio of total balance on open, or closed with a balance > $0 revolving trades excluding derogatory to total credit limit on open revolving trades, with credit limit > $",number,%,3,0-990,"999: No trade excluding collections
998: No revolving trade
996: No open revolving trade
995: No open revolving trade with credit limit > $0
",999,No trade excluding collections,998,No revolving trade,996,No open revolving trade,995,No open revolving trade with credit limit > $0,Null,Null,Null,Null,Null,Null,Null,Null
REV7140,Overall balance to credit limit ratio on open revolving trades reported in the last 3 months with credit limit > $0,number,%,3,0-990,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
996: No open revolving trade reported within timeframe required
995: No open revolving trade reported within timeframe required with credit limit > $0
",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,996,No open revolving trade reported within timeframe required,995,No open revolving trade reported within timeframe required with credit limit > $0,Null,Null,Null,Null,Null,Null
RTA1300,Total number of retail trades never delinquent or derogatory,number,Trades,2,0-90,"99: No trade excluding collections
98: No retail trade

",99,No trade excluding collections,98,No retail trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7420,Percentage of revolving trades that have a balance > $0 reported in the last 3 months excluding derogatory,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null
REV7432,Percentage of revolving trades reported in the last 6 months that are never delinquent or derogatory occurred in the last 6 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or revolving trade reported within timeframe required
",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV7433,Percentage of revolving trades reported in the last 12 months that are never delinquent or derogatory occurred in the last 12 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV7434,Percentage of revolving trades reported in the last 24 months that are never delinquent or derogatory occurred in the last 24 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV7436,Percentage of revolving trades that are never delinquent or derogatory occurred in the last 6 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null
REV7437,Percentage of revolving trades that are never delinquent or derogatory occurred in the last 12 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null
REV7438,Percentage of revolving trades that are never delinquent or derogatory occurred in the last 24 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null
REV7440,Percentage of revolving trades that are ever 30 or more days delinquent or derogatory,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade
",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7442,Percentage of revolving trades reported in the last 6 months that are 30 or more days delinquent or derogatory occurred in the last 6 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV7443,Percentage of revolving trades reported in the last 12 months that are 30 or more days delinquent or derogatory occurred in the last 12 months,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade reported within timeframe required

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null
REV7446,Percentage of revolving trades that are 30 or more days delinquent or derogatory occurred in the last 6 months ,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null
REV7447,Percentage of revolving trades that are 30 or more days delinquent or derogatory occurred in the last 12 months,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
997: No revolving trade reported within timeframe required
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,997,No revolving trade reported within timeframe required,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null
STJ1100,Total number of joint student trades never delinquent or derogatory including indeterminates (deferred included),number,Trades,2,0-90,"99: No trade excluding collections
98: No joint student trade

",99,No trade excluding collections,98,No joint student trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7450,Percentage of revolving trades that are 30 or more days delinquent or derogatory occurred in the last 6 months,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,"Duplicate attribute, recommend to use P13_REV7446"
REV7460,Percentage of revolving trades that are ever 90 or more days delinquent or derogatory,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade

",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7640,Percentage of revolving trades with 60 or more days delinquency including derogatory in the last 36 months and with 30 or more days delinquency including derogatory in the last 6 months,number,%,3,0-100,"999: No trade excluding collections
998: No revolving trade
994: No open or closed revolving trade
",999,No trade excluding collections,998,No revolving trade,994,No open or closed revolving trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
REV7800,"Number of months of liquidity calculated as ratio of total available credit amount on open revolving trades to total monthly payments on open trades, reported in the last 3 months ",number,Months,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
999999994: No open trade reported within timeframe required and with monthly payment > $0",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,999999994,No open trade reported within timeframe required and with monthly payment > $0,Null,Null,Null,Null,Null,Null
REV7801,"Number of months of liquidity calculated as ratio of total available credit amount on open revolving trades to total monthly payments on open installment, first and second mortgage trades, reported in the last 3 months",number,Months,9,0-999999990,"999999999: No trade excluding collections
999999998: No revolving trade
999999997: No revolving trade reported within timeframe required
999999996: No open revolving trade reported within timeframe required
999999994: No open installment, first or second mortgage trade reported within timeframe required and with monthly payment > $0",999999999,No trade excluding collections,999999998,No revolving trade,999999997,No revolving trade reported within timeframe required,999999996,No open revolving trade reported within timeframe required,999999994,"No open installment, first or second mortgage trade reported within timeframe required and with monthly payment > $0",Null,Null,Null,Null,Null,Null
REV8120,Number of months since the most recently opened revolving trade including indeterminates,number,Months,4,0-9990,"9999: No trade excluding collections
9998: No revolving trade
9996: No open, closed, or indeterminate revolving trade
9994: No open, closed, or indeterminate revolving trade with a valid open date",9999,No trade excluding collections,9998,No revolving trade,9996,"No open, closed, or indeterminate revolving trade",9994,"No open, closed, or indeterminate revolving trade with a valid open date",Null,Null,Null,Null,Null,Null,Null,Null
